Name,Perm Id,Ric,STS,Tanker Zone,Type
ADM-Glencore Terminal (Vila do Conde),77309542373,C}TS7309542373,0,N/A,BERTH
Adnoc Terminal SHT2,77309900980,C}TS7309900980,0,N/A,BERTH
ADPO - AFC Chemical Terminal,77309542177,C}TS7309542177,0,N/A,BERTH
ADPO - Berth A 1111 (Antwerp),77309851083,C}TS7309851083,0,N/A,BERTH
ADPO - Berth A 1115 (Antwerp),77309851084,C}TS7309851084,0,N/A,BERTH
ADPO - Berth A 1117 (Antwerp),77309851085,C}TS7309851085,0,N/A,BERTH
ADPO - Berth C 1125 (Antwerp),77309851086,C}TS7309851086,0,N/A,BERTH
ADPO - Berth C 1127 (Antwerp),77309851087,C}TS7309851087,0,N/A,BERTH
ADPO - Berth C 1129 (Antwerp),77309851088,C}TS7309851088,0,N/A,BERTH
ADPO - Berth C 1131 (Antwerp),77309851089,C}TS7309851089,0,N/A,BERTH
Adra,77309533521,C}TS7309533521,0,Gibraltar,PORT
Adriatic Container Terminal,77309541624,C}TS7309541624,0,N/A,BERTH
Adriatic Gate Container Terminal (former Brajdica),77309541627,C}TS7309541627,0,N/A,BERTH
Adubos Trevo Fertilizer Terminal,77309539358,C}TS7309539358,0,N/A,BERTH
Aegina,77309539067,C}TS7309539067,0,Greece,PORT
Aegion,77309542935,C}TS7309542935,0,Greece,PORT
Aeroskobing,77309531196,C}TS7309531196,0,Baltic,PORT
AES Kilroot Power Plant Carrickfergus,77309540422,C}TS7309540422,0,N/A,BERTH
AG Passage (E) (test),77309729100,C}TS7309729100,0,N/A,ANCHORAGE
Agadir,77309533115,C}TS7309533115,0,Tenerife,PORT
Agadir Anchorage,77309542402,C}TS7309542402,0,N/A,ANCHORAGE
Agadir Grain Terminal,77309539941,C}TS7309539941,0,N/A,BERTH
Agbami offshore tanker terminal,77309532605,C}TS7309532605,0,West Africa,PORT
Aghia Marina (Agia Marina),77309708539,C}TS7309708539,0,Greece,PORT
Aghios Nikolaos,77309534023,C}TS7309534023,0,Greece,PORT
Agio Theodoroi Anchorage,77309542795,C}TS7309542795,0,N/A,ANCHORAGE
Agioi Theodoroi,77309539214,C}TS7309539214,0,Greece,PORT
Agios Kirykos,77309539232,C}TS7309539232,0,East Med,PORT
Agios Nikolaos Anchorage,77309542987,C}TS7309542987,0,N/A,ANCHORAGE
Agios Nikolaos Fokidas,77309542986,C}TS7309542986,0,Greece,PORT
Agotnes,77309534007,C}TS7309534007,0,UK Continent,PORT
Agrar Terminal Peter Rothe,77309709144,C}TS7309709144,0,N/A,BERTH
Agria,77309535552,C}TS7309535552,0,Greece,PORT
Agrifos (HOU),77309557035,C}TS7309557035,0,N/A,BERTH
Agrobulk 1 (Kitahamamachi),77309540006,C}TS7309540006,0,N/A,BERTH
Agrobulk 2 (Kitahamamachi),77309540004,C}TS7309540004,0,N/A,BERTH
Agrobulk Berth,77309539962,C}TS7309539962,0,N/A,BERTH
Agrobulk Terminal Beilun Area,77309539780,C}TS7309539780,0,N/A,BERTH
Agropolychim Fertilizer Plant Varna West,77309539410,C}TS7309539410,0,N/A,BERTH
Agua Clara Locks (Gatun),77309869895,C}TS7309869895,0,N/A,BERTH
Aguadulce,77309534604,C}TS7309534604,0,Panama,PORT
Aguadulce Coal Terminal,77309947126,C}TS7309947126,0,N/A,BERTH
Aguilas,77309533541,C}TS7309533541,0,West Med,PORT
Ahmed Bin Rashid Port,77309532923,C}TS7309532923,0,Arabian Gulf,PORT
Ahus,77309532676,C}TS7309532676,0,Baltic,PORT
AICT Alexandria Terminal,77309541748,C}TS7309541748,0,N/A,BERTH
AICT Dekheila Terminal,77309541747,C}TS7309541747,0,N/A,BERTH
Aigiali,77309535560,C}TS7309535560,0,Greece,PORT
Ailsa FSO (Culzean),77309942002,C}TS7309942002,0,UK Continent,PORT
AIMCOR Marine Terminal Dock 44 (Texas City),77309838545,C}TS7309838545,0,N/A,BERTH
AIMCOR Marine Terminal Dock 45 (Texas City),77309838546,C}TS7309838546,0,N/A,BERTH
Ain Sukhna (SUMED)-SBM 1,77309729669,C}TS7309729669,0,N/A,BERTH
Ain Sukhna (SUMED)-SBM 2,77309729670,C}TS7309729670,0,N/A,BERTH
Ain Sukhna (SUMED)-SBM 3,77309729671,C}TS7309729671,0,N/A,BERTH
Ain Sukhna (SUMED)-SBM 4,77309729672,C}TS7309729672,0,N/A,BERTH
Ain Sukhna Bulk Terminal,77309950479,C}TS7309950479,0,N/A,BERTH
Ain Sukhna LNG Terminal (Hoegh Gallant FSRU),77309767927,C}TS7309767927,0,N/A,BERTH
Ain Sukhna Products Terminal,77309932314,C}TS7309932314,0,N/A,BERTH
Ain Sukhna Terminal,77309532254,C}TS7309532254,0,Suez Canal,PORT
Ainbong Terminal (Tacloban),77309779054,C}TS7309779054,0,N/A,BERTH
Aioi,77309534784,C}TS7309534784,0,Japan,PORT
Airbus Factory Multipurpose and Roro Berth,77309540589,C}TS7309540589,0,N/A,BERTH
Airlie Island,77309708507,C}TS7309708507,0,Dampier,PORT
AIT Manila South Harbor,77309541457,C}TS7309541457,0,N/A,BERTH
Aitape,77309534253,C}TS7309534253,0,Lawi-Lawi Terminal,PORT
Ajaccio,77309532326,C}TS7309532326,0,Fos sur Mer,PORT
Ajman,77309532878,C}TS7309532878,0,Arabian Gulf,PORT
AK Port Container Terminal,77309540696,C}TS7309540696,0,N/A,BERTH
Akaroa,77309533593,C}TS7309533593,0,New Zealand,PORT
Akarport Container Terminal,77309541158,C}TS7309541158,0,N/A,BERTH
Akita,77309534690,C}TS7309534690,0,Japan,PORT
Akita Port Container Terminal,77309541641,C}TS7309541641,0,N/A,BERTH
Akitafunagawa,77309869908,C}TS7309869908,0,Japan,PORT
Akitsu,77309539107,C}TS7309539107,0,Japan,PORT
Akoh,77309539129,C}TS7309539129,0,Japan,PORT
Akpo Terminal (FPSO),77309543283,C}TS7309543283,0,West Africa,PORT
Akranes,77309531696,C}TS7309531696,0,Iceland,PORT
Akrotiri (Cyprus),77309844749,C}TS7309844749,0,East Med,PORT
Aktau,77309694629,C}TS7309694629,0,'-,PORT
Akureyri,77309533794,C}TS7309533794,0,Iceland,PORT
Akzo Nobel Chemicals (RTM),77309850908,C}TS7309850908,0,N/A,BERTH
Akzo Nobel Terminal (San Lorenzo),77309823988,C}TS7309823988,0,N/A,BERTH
Al Hoceima,77309532716,C}TS7309532716,0,Gibraltar,PORT
Al Khaleej Bulk Sugar Berths No.4 B,77309539843,C}TS7309539843,0,N/A,BERTH
Al Khums,77309535578,C}TS7309535578,0,Malta,PORT
Al Khums (Khoms) Desalination Plant Berth,77309786179,C}TS7309786179,0,N/A,BERTH
Al Khums MPP and Container Pier,77309540499,C}TS7309540499,0,N/A,BERTH
Al Muajjiz Oil Terminal,77309539796,C}TS7309539796,0,N/A,BERTH
Al Rayyan Marine Terminal,77309543120,C}TS7309543120,0,Arabian Gulf,PORT
Al Rayyan Offshore Terminal (Falcon Spirit FSU),77309709065,C}TS7309709065,0,Arabian Gulf,PORT
Al Shaheen Terminal,77309535361,C}TS7309535361,0,Arabian Gulf,PORT
Al Shaheen Terminal - SPM 1,77309557081,C}TS7309557081,0,N/A,BERTH
Al Shaheen Terminal - SPM 2,77309557082,C}TS7309557082,0,N/A,BERTH
Al Shaheen Terminal - SPM 3,77309797499,C}TS7309797499,0,N/A,BERTH
Al Shuqaiq,77309778438,C}TS7309778438,0,Red Sea (Yanbu),PORT
Ala,77309532678,C}TS7309532678,0,Baltic,PORT
Alabama Bulk Crude Berth (Mobile),77309838548,C}TS7309838548,0,N/A,BERTH
Alabama Cruise Terminal South Dock (Mobile),77309838549,C}TS7309838549,0,N/A,BERTH
Alabo Street Multipurpose Terminal,77309540413,C}TS7309540413,0,N/A,BERTH
Alang,77309533296,C}TS7309533296,0,W Coast India,PORT
Alang Anchorage (for Beaching),77309542101,C}TS7309542101,0,N/A,ANCHORAGE
Alang Outer Anchorage,77309543307,C}TS7309543307,0,N/A,ANCHORAGE
Alanya,77309533590,C}TS7309533590,0,East Med,PORT
ALBA Coke Calciniator,77309542244,C}TS7309542244,0,N/A,BERTH
Alba FSU,77309653540,C}TS7309653540,0,North Sea,PORT
Alba Marina FSO (Vasto),77309789692,C}TS7309789692,0,N/A,BERTH
Albany (Australia),77309539121,C}TS7309539121,0,Kwinana,PORT
"Albany Bulk (Grain) Berths 1,2 and 3",77309540162,C}TS7309540162,0,N/A,BERTH
Albany Bulk (Woodchips) Berth 6,77309540161,C}TS7309540161,0,N/A,BERTH
Albany(USA) - Agway Petroluem,77309557324,C}TS7309557324,0,N/A,BERTH
Albany(USA) - Alantic-Richfield,77309557322,C}TS7309557322,0,N/A,BERTH
Albany(USA) - Cibro Petroleum,77309557325,C}TS7309557325,0,N/A,BERTH
Albany(USA) - Mobil Oil,77309557326,C}TS7309557326,0,N/A,BERTH
Albany(USA) - Petroleum Fuel & Terminal,77309557321,C}TS7309557321,0,N/A,BERTH
Albany(USA) - Ultramar Petroleum,77309557323,C}TS7309557323,0,N/A,BERTH
Albany-USA,77309531507,C}TS7309531507,0,US Atlantic Coast,PORT
Albert 2 Terminal (aka ZIP),77309541037,C}TS7309541037,0,N/A,BERTH
Albert Johnson Quay,77309540775,C}TS7309540775,0,N/A,BERTH
Albert Quay (Peterhead),77309838319,C}TS7309838319,0,N/A,BERTH
Albufeira,77309535596,C}TS7309535596,0,Gibraltar,PORT
Alcan,77309534905,C}TS7309534905,0,Alaska,PORT
Alcan Bulk Terminal,77309540427,C}TS7309540427,0,N/A,BERTH
Alcanar,77309532077,C}TS7309532077,0,West Med,PORT
Alco Energy Wezerhaven (RTM),77309846577,C}TS7309846577,0,N/A,BERTH
Alcoa Alumina Refinery Terminal (Point Comfort),77309780771,C}TS7309780771,0,N/A,BERTH
Alcoa and Eurallumina Alluminum Works,77309539349,C}TS7309539349,0,N/A,BERTH
Alcoa Kwinana Aluminium Refinery,77309540171,C}TS7309540171,0,N/A,BERTH
Alcoa Marghera Aluminum Plant,77309540072,C}TS7309540072,0,N/A,BERTH
Alcoa Pier (Juruti),77309864230,C}TS7309864230,0,N/A,BERTH
Alcoa Terminal (Lake Charles),77309838551,C}TS7309838551,0,N/A,BERTH
Alcoa-Alumina Point Henry/Geelong Works,77309540367,C}TS7309540367,0,N/A,BERTH
Alcoa-Inespal Quay,77309540030,C}TS7309540030,0,N/A,BERTH
Alcudia,77309533536,C}TS7309533536,0,West Med,PORT
Alcudia - Gas berth,77309557357,C}TS7309557357,0,N/A,BERTH
Alcudia Bulk Pier (mainly coal),77309542454,C}TS7309542454,0,N/A,BERTH
Alcudia Roro berths,77309542453,C}TS7309542453,0,N/A,BERTH
Aldel Delfzijl Aluminium Plant,77309540359,C}TS7309540359,0,N/A,BERTH
Alexandira Dock Roro Berths,77309539687,C}TS7309539687,0,N/A,BERTH
Alexandria,77309531901,C}TS7309531901,0,East Med,PORT
Alexandria - Berth1 TBN,77309826823,C}TS7309826823,0,N/A,BERTH
Alexandria - Berth2 TBN,77309828622,C}TS7309828622,0,N/A,BERTH
Alexandria Container Handling Terminal,77309541745,C}TS7309541745,0,N/A,BERTH
Alexandria Inner Anchorage (Cargo Handling),77309542880,C}TS7309542880,0,N/A,ANCHORAGE
Alexandria International Container Terminal,77309541746,C}TS7309541746,0,N/A,BERTH
Alexandria Main Anchorage,77309542706,C}TS7309542706,0,N/A,ANCHORAGE
Alexandria North Anchorage,77309543134,C}TS7309543134,0,N/A,ANCHORAGE
Alexandria Outer Harbour - 71M - Molasses Berth (Alexandria),77309830600,C}TS7309830600,0,N/A,BERTH
Alexandria Petroleum Terminal - Berth No 871 (Alexandria),77309830601,C}TS7309830601,0,N/A,BERTH
Alexandria Petroleum Terminal - Berth No 873 (Alexandria),77309830602,C}TS7309830602,0,N/A,BERTH
Alexandria Southern Anchorage,77309543004,C}TS7309543004,0,N/A,ANCHORAGE
Alexandria STS (test),77309844324,C}TS7309844324,1,N/A,BERTH
Alexandroupolis,77309533073,C}TS7309533073,0,Greece,PORT
Alexandrovsk,77309535601,C}TS7309535601,0,Korea,PORT
Alexela Sillamae,77309540732,C}TS7309540732,0,N/A,BERTH
Algeciras,77309532246,C}TS7309532246,0,Gibraltar,PORT
Algeciras - CEPSA Refinery Pier,77309557358,C}TS7309557358,0,N/A,BERTH
Algeciras - CEPSA SPM,77309557359,C}TS7309557359,0,N/A,BERTH
Algeciras Bay Anchorage,77309542698,C}TS7309542698,0,N/A,ANCHORAGE
Algeciras Roro-Ferry Terminal,77309540640,C}TS7309540640,0,N/A,BERTH
Algeciras Terminal 2000,77309541809,C}TS7309541809,0,N/A,BERTH
Alghero,77309708540,C}TS7309708540,0,Fos sur Mer,PORT
Algier RoPax Ferry Terminal,77309539929,C}TS7309539929,0,N/A,BERTH
Algiers,77309531723,C}TS7309531723,0,West Med,PORT
Algiers - Berth 1,77309826729,C}TS7309826729,0,N/A,BERTH
Algiers - Sonatrach RA1G - Berth 371,77309831190,C}TS7309831190,0,N/A,BERTH
Algiers - Sonatrach RA1G - Berth 372,77309831192,C}TS7309831192,0,N/A,BERTH
Algiers - Sonatrach RA1G - P26,77309831193,C}TS7309831193,0,N/A,BERTH
Algiers Anchorage,77309543133,C}TS7309543133,0,N/A,ANCHORAGE
Algiers Grain Elevator,77309539497,C}TS7309539497,0,N/A,BERTH
Aliaga,77309533559,C}TS7309533559,0,Turkey,PORT
Aliaga - Egegaz LNG Terminal,77309539487,C}TS7309539487,0,N/A,BERTH
Aliaga - Total Terminal,77309556883,C}TS7309556883,0,N/A,BERTH
Aliaga - Total Terminal - North Berth (Chemicals/Gas Oil/Gasoline),77309557223,C}TS7309557223,0,N/A,BERTH
Aliaga - Total Terminal - South Berth (Chemicals/gas Oil/Gasoline),77309556916,C}TS7309556916,0,N/A,BERTH
Aliaga - TUPRAS Terminal,77309539387,C}TS7309539387,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 201 (Crude/Naphtha/Gasoline/Avgas/Gas Oil/Fuel Oil/Heavy Vacuum Gas,77309556901,C}TS7309556901,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 202 (Naphtha/Gasoline/Avgas/Gas Oil/Fuel Oil/Heavy Vacuum Gas Oil/L,77309556885,C}TS7309556885,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 203 (Naphtha/Gasoline/Avgas/Gas Oil/Fuel Oil/Heavy Vacuum Gas Oil),77309556886,C}TS7309556886,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 204 (Naphtha/Gasoline/Avgas/Gas Oil/Fuel Oil/Heavy Vacuum Gas Oil/L,77309556926,C}TS7309556926,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 205 (Gas Oil/Fuel Oil/Lube Oils/Asphalt),77309556895,C}TS7309556895,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 206 (VLCC Jetty) (Crude/Gas Oil/Fuel Oil),77309556891,C}TS7309556891,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 207 West (LPG),77309557221,C}TS7309557221,0,N/A,BERTH
Aliaga - TUPRAS Terminal - Berth 208 East (LPG),77309557222,C}TS7309557222,0,N/A,BERTH
Aliaga Anchorage,77309542774,C}TS7309542774,0,N/A,ANCHORAGE
Aliaga Shipbreaking Facilities,77309560252,C}TS7309560252,0,N/A,BERTH
Alicante,77309532251,C}TS7309532251,0,West Med,PORT
Alicante Roro Ferry Terminal,77309540550,C}TS7309540550,0,N/A,BERTH
Aliveri Bay,77309533758,C}TS7309533758,0,Greece,PORT
Allepey,77309533904,C}TS7309533904,0,Colombo,PORT
Alliance,77309532485,C}TS7309532485,0,US Gulf,PORT
Alliance Grain Terminal,77309540351,C}TS7309540351,0,N/A,BERTH
Alliance Oil Terminal - Berth 1 (Vladivostok),77309847373,C}TS7309847373,0,N/A,BERTH
Alliance Oil Terminal - Berth 2 (Vladivostok),77309847374,C}TS7309847374,0,N/A,BERTH
Alliance Oil Terminal - Berth 3 (Vladivostok),77309847375,C}TS7309847375,0,N/A,BERTH
Allied Terminals (Lambert Point) Pier N 29 (Norfolk),77309839006,C}TS7309839006,0,N/A,BERTH
Allied Terminals (Norfolk),77309839007,C}TS7309839007,0,N/A,BERTH
Allied Terminals Wharf (Norfolk),77309839008,C}TS7309839008,0,N/A,BERTH
Allinge,77309534109,C}TS7309534109,0,Baltic,PORT
Almada (Lisbon Area),77309539185,C}TS7309539185,0,Gibraltar,PORT
ALMER Grain Terminal,77309540304,C}TS7309540304,0,N/A,BERTH
Almeria,77309532261,C}TS7309532261,0,West Med,PORT
Almirante,77309542080,C}TS7309542080,0,Caribbean,PORT
Alofi,77309539032,C}TS7309539032,0,New Zealand,PORT
Alotau,77309534706,C}TS7309534706,0,Kumul Marine Terminal,PORT
Alotau General Cargo Pier,77309540647,C}TS7309540647,0,N/A,BERTH
Alpha Osta Fertilizer Berths,77309539678,C}TS7309539678,0,N/A,BERTH
Alpha Pier (East) (Genoa),77309826147,C}TS7309826147,0,N/A,BERTH
Alpha Pier (West) (Genoa),77309826148,C}TS7309826148,0,N/A,BERTH
Alpha Terminal,77309539420,C}TS7309539420,0,N/A,BERTH
Alsthom Portugal Terminal,77309539391,C}TS7309539391,0,N/A,BERTH
Altagarcia (Maracaibo Area),77309542258,C}TS7309542258,0,Caribbean,PORT
Altamira,77309534652,C}TS7309534652,0,E Mexico,PORT
Altamira LNG Terminal,77309539774,C}TS7309539774,0,N/A,BERTH
Altamira Terminal Portuaria,77309541736,C}TS7309541736,0,N/A,BERTH
Altintel - Berth No.1 (Gebze),77309830555,C}TS7309830555,0,N/A,BERTH
Altintel - Berth No.2 (Gebze),77309830556,C}TS7309830556,0,N/A,BERTH
Aluar Aluminium Works Buxite Berths,77309540370,C}TS7309540370,0,N/A,BERTH
Aluar Aluminium Works Multipurpose Berths,77309540369,C}TS7309540369,0,N/A,BERTH
Aluchemie (RTM),77309755920,C}TS7309755920,0,N/A,BERTH
Alumar,77309533800,C}TS7309533800,0,Belem,PORT
Alumar Terminal (Sao Luis),77309779282,C}TS7309779282,0,N/A,BERTH
Alumina Berth,77309539921,C}TS7309539921,0,N/A,BERTH
Alumina Compagnie Of Guinea,77309539947,C}TS7309539947,0,N/A,BERTH
Aluminium Oxid Stade Factory,77309540449,C}TS7309540449,0,N/A,BERTH
Aluminum of Greece Agios Nikolaos Plant,77309542011,C}TS7309542011,0,N/A,BERTH
Alunorte Bauxite and Aluminium,77309540362,C}TS7309540362,0,N/A,BERTH
Alvarado,77309532966,C}TS7309532966,0,E Mexico,PORT
Alvheim FPSO,77309622134,C}TS7309622134,0,North Sea,PORT
Alvik,77309534218,C}TS7309534218,0,UK Continent,PORT
Alvsborg / Arendal Terminal(s),77309540898,C}TS7309540898,0,N/A,BERTH
Ama Park River Anchorage,77309542777,C}TS7309542777,0,N/A,ANCHORAGE
Amagervaerket Power Station,77309540451,C}TS7309540451,0,N/A,BERTH
Amamapare,77309531869,C}TS7309531869,0,Lawi-Lawi Terminal,PORT
Ambar Corp Terminal Centre Jetty (Hackberry),77309838554,C}TS7309838554,0,N/A,BERTH
Ambar Corp Terminal East Jetty (Hackberry),77309838555,C}TS7309838555,0,N/A,BERTH
Ambar Corp Terminal West Jetty (Hackberry),77309838556,C}TS7309838556,0,N/A,BERTH
Ambarli,77309538918,C}TS7309538918,0,Turkey,PORT
Ambarli Anchorage,77309542981,C}TS7309542981,0,N/A,ANCHORAGE
Ambarli Area Tank Terminal (various),77309539601,C}TS7309539601,0,N/A,BERTH
Ambes,77309534192,C}TS7309534192,0,Bilbao,PORT
Ambes Berth 511,77309944669,C}TS7309944669,0,N/A,BERTH
Ambes Berth 512,77309833410,C}TS7309833410,0,N/A,BERTH
Ambes LPG Berth,77309775752,C}TS7309775752,0,N/A,BERTH
Ambon,77309531773,C}TS7309531773,0,Lawi-Lawi Terminal,PORT
Ambriz,77309533209,C}TS7309533209,0,SW Africa,PORT
Ambuja Cement Plant,77309539609,C}TS7309539609,0,N/A,BERTH
Amerada Hess (Magellan Petro Tml) (HOU),77309557036,C}TS7309557036,0,N/A,BERTH
Amerada Hess Berth No 1 (Baltimore),77309839009,C}TS7309839009,0,N/A,BERTH
Amerada Hess Tank Terminal (Jacksonville),77309539976,C}TS7309539976,0,N/A,BERTH
Amerada Hess Tank Terminal (Tampa),77309539986,C}TS7309539986,0,N/A,BERTH
American Midstream Partners-Harvey Terminal,77309844529,C}TS7309844529,0,N/A,BERTH
Amfilochia,77309542279,C}TS7309542279,0,Greece,PORT
Amirabad (Neka),77309709122,C}TS7309709122,0,Black Sea,PORT
Amlan,77309781290,C}TS7309781290,0,Manila,PORT
Amorgos Isl.,77309542643,C}TS7309542643,0,Greece,PORT
Ampenan,77309533669,C}TS7309533669,0,Lawi-Lawi Terminal,PORT
Amports Car Terminal Blount Island,77309539977,C}TS7309539977,0,N/A,BERTH
"AMPT (Barbours Cut 5,6) (Hou)",77309540885,C}TS7309540885,0,N/A,BERTH
AMPT Maasvlakte 2 Terminal,77309541492,C}TS7309541492,0,N/A,BERTH
AMPT Pipavav,77309541780,C}TS7309541780,0,N/A,BERTH
AMPT Virginia Terminal (to be renamed),77309541765,C}TS7309541765,0,N/A,BERTH
Amrum Is,77309535627,C}TS7309535627,0,UK Continent,PORT
Amsterdam,77309533314,C}TS7309533314,0,UK Continent,PORT
Amsterdam Container Terminal,77309541788,C}TS7309541788,0,N/A,BERTH
Amsterdam Marine Terminals (MPP/Container Berths),77309541074,C}TS7309541074,0,N/A,BERTH
Amsterdam Marine Terminals (Roro-PCTC Berths),77309542456,C}TS7309542456,0,N/A,BERTH
AMT St Bernard MPP Terminal (excl buoys),77309540396,C}TS7309540396,0,N/A,BERTH
Amuay Anchorage,77309542690,C}TS7309542690,0,N/A,ANCHORAGE
Amuay Bay,77309539173,C}TS7309539173,0,Caribbean,PORT
Amuay Refinery Berth 1,77309727993,C}TS7309727993,0,N/A,BERTH
Amuay Refinery Berth 2,77309727994,C}TS7309727994,0,N/A,BERTH
Amuay Refinery Berth 3,77309727995,C}TS7309727995,0,N/A,BERTH
Amuay Refinery Berth 4,77309727996,C}TS7309727996,0,N/A,BERTH
Amuay Refinery Berth 5,77309727997,C}TS7309727997,0,N/A,BERTH
Amuay Refinery Berth 6,77309727998,C}TS7309727998,0,N/A,BERTH
Amuay Refinery Berth 7,77309727999,C}TS7309727999,0,N/A,BERTH
Amuay Refinery Berth 8,77309728000,C}TS7309728000,0,N/A,BERTH
Amurang (Indonesia),77309535628,C}TS7309535628,0,Lawi-Lawi Terminal,PORT
Anacortes,77309533313,C}TS7309533313,0,US West Coast,PORT
Anapa,77309535632,C}TS7309535632,0,Black Sea,PORT
Anasuria FPSO,77309653541,C}TS7309653541,0,UK Continent,PORT
Anchorage,77309531517,C}TS7309531517,0,Alaska,PORT
Anchorage - Petroleum Terminal No. 1,77309557330,C}TS7309557330,0,N/A,BERTH
Anchorage - Petroleum Terminal No. 2,77309557331,C}TS7309557331,0,N/A,BERTH
Anchorage A (Fujairah),77309838806,C}TS7309838806,0,N/A,ANCHORAGE
Anchorage B (Fujiarah),77309838807,C}TS7309838807,0,N/A,ANCHORAGE
Anchorage Container Berths,77309541157,C}TS7309541157,0,N/A,BERTH
Anchorage D (Fujairah),77309838808,C}TS7309838808,0,N/A,ANCHORAGE
Anchorage S (Fujairah),77309838809,C}TS7309838809,0,N/A,ANCHORAGE
Anchorage T (Fujairah),77309838810,C}TS7309838810,0,N/A,ANCHORAGE
Anchorage W (Fujairah),77309838811,C}TS7309838811,0,N/A,ANCHORAGE
Ancona,77309531197,C}TS7309531197,0,Adriatic,PORT
Ancona Anchorage,77309542758,C}TS7309542758,0,N/A,ANCHORAGE
Ancud (Chile),77309869082,C}TS7309869082,0,Chile,PORT
Andenes,77309535634,C}TS7309535634,0,North Sea,PORT
Anderson Point 1 - 5,77309540273,C}TS7309540273,0,N/A,BERTH
Andersons Edwin Grain Tml (Toledo),77309929019,C}TS7309929019,0,N/A,BERTH
Andersons Kuhlman Grain Tml (Toledo),77309929018,C}TS7309929018,0,N/A,BERTH
Andipuerto MPP and Grain Terminal,77309542306,C}TS7309542306,0,N/A,BERTH
Anggrek (Gorontalo),77309778439,C}TS7309778439,0,Lawi-Lawi Terminal,PORT
Anglesey,77309535648,C}TS7309535648,0,UK Continent,PORT
Angra do Heroismo,77309532036,C}TS7309532036,0,Gibraltar,PORT
Angra Dos Reis,77309532656,C}TS7309532656,0,Rio de Janeiro,PORT
Angra dos Reis Anchorage,77309542712,C}TS7309542712,0,N/A,ANCHORAGE
Ann E. Abramson Cruise Pier (Frederiksted),77309542131,C}TS7309542131,0,N/A,BERTH
Annaba,77309531731,C}TS7309531731,0,Malta,PORT
Annaba Bulk Berths (Phosphae Export),77309539498,C}TS7309539498,0,N/A,BERTH
Annaba Coal terminal,77309540115,C}TS7309540115,0,N/A,BERTH
Annacis Auto Terminal Delta,77309540317,C}TS7309540317,0,N/A,BERTH
Anoa Natuna / Anoa Maritime Terminal,77309538595,C}TS7309538595,0,Singapore,PORT
Anqing,77309533467,C}TS7309533467,0,Shanghai,PORT
Antalaha,77309532021,C}TS7309532021,0,East Africa,PORT
Antalya,77309533567,C}TS7309533567,0,East Med,PORT
Antamina (Puta Lobitos) Copper Ore Export Pier,77309539435,C}TS7309539435,0,N/A,BERTH
Antan Terminal,77309532284,C}TS7309532284,0,West Africa,PORT
Antara Steel Mill Berth (Labuan),77309928711,C}TS7309928711,0,N/A,BERTH
Antibes,77309532335,C}TS7309532335,0,Fos sur Mer,PORT
Antifer,77309533943,C}TS7309533943,0,UK Continent,PORT
Antilla,77309534598,C}TS7309534598,0,Bahamas,PORT
Antillean Marine Miami River Terminal,77309540700,C}TS7309540700,0,N/A,BERTH
Antimonan (Luzon Island),77309535655,C}TS7309535655,0,Manila,PORT
Antiparos,77309542642,C}TS7309542642,0,Greece,PORT
Antofagasta,77309534076,C}TS7309534076,0,Chile,PORT
Antofagasta Terminal Internacional (B4 - B7),77309540945,C}TS7309540945,0,N/A,BERTH
Antonina,77309542975,C}TS7309542975,0,Rio de Janeiro,PORT
Antonina MPP and Reefer Pier,77309542022,C}TS7309542022,0,N/A,BERTH
Antsiranana,77309532985,C}TS7309532985,0,East Africa,PORT
Antsiranana Multipurpose Pier (geneic name),77309540717,C}TS7309540717,0,N/A,BERTH
Antwerp,77309531078,C}TS7309531078,0,UK Continent,PORT
Antwerp Euro Terminal,77309541712,C}TS7309541712,0,N/A,BERTH
Antwerp Gateway,77309541732,C}TS7309541732,0,N/A,BERTH
Anyer Terminal,77309534977,C}TS7309534977,0,Singapore,PORT
Anyer Terminal - Bayer Chemical Terminal,77309557263,C}TS7309557263,0,N/A,BERTH
Anyer Terminal - Berth1 TBN,77309826780,C}TS7309826780,0,N/A,BERTH
Anyer Terminal - Petrochemical jetty A,77309557339,C}TS7309557339,0,N/A,BERTH
Anyer Terminal - Petrochemical jetty B,77309557340,C}TS7309557340,0,N/A,BERTH
Anyer Terminal - Petrochemical jetty C,77309557341,C}TS7309557341,0,N/A,BERTH
Anzio,77309531205,C}TS7309531205,0,W Coast Italy,PORT
Aoka Mizu (Lancaster) FPSO,77309947308,C}TS7309947308,0,'-,PORT
Aoka Mizu FPSO (Ettrick) (Demobilised),77309677645,C}TS7309677645,0,North Sea,PORT
Aomi Container Terminal,77309541646,C}TS7309541646,0,N/A,BERTH
Aomori,77309531788,C}TS7309531788,0,Japan,PORT
Aomori Gas Terminal,77309826820,C}TS7309826820,0,N/A,BERTH
Aoshan Oil Terminal,77309531419,C}TS7309531419,0,Shanghai,PORT
Apapa,77309531233,C}TS7309531233,0,West Africa,PORT
